[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2293 | Tension: 1.000182
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2391 | Tension: 0.999619
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1245 | Tension: 1.000009
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 938 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1447 | Tension: 1.000983
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2052 | Tension: 1.000305
[!] AVALANCHE in head | Flips: 9692 | Tension: 0.996630
Step 32 | Loss: 5.1814 | TPS: 5484.22 | Flips: 0.0393% | P-Scale: 0.9996 | Anneal: 0.66 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1616 | Tension: 0.999297
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1490 | Tension: 0.998923
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 746 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 753 | Tension: 0.999434
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 792 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 801 | Tension: 0.999543
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1155 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1225 | Tension: 0.999366
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 964 | Tension: 0.999899
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 793 | Tension: 0.999558
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 929 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 738 | Tension: 0.999533
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 939 | Tension: 0.999752
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 730 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 961 | Tension: 0.999780
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 741 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1081 | Tension: 0.999821
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 821 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1066 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 886 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2300 | Tension: 1.000184
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2352 | Tension: 0.999620
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1283 | Tension: 1.000010
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 916 | Tension: 0.999812
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1454 | Tension: 1.000986
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2054 | Tension: 1.000307
[!] AVALANCHE in head | Flips: 10583 | Tension: 0.996625
Step 33 | Loss: 5.4668 | TPS: 5371.49 | Flips: 0.0402% | P-Scale: 0.9996 | Anneal: 0.67 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1663 | Tension: 0.999297
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1397 | Tension: 0.998918
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 780 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 777 | Tension: 0.999433
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 763 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 769 | Tension: 0.999542
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1204 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1298 | Tension: 0.999366
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 910 | Tension: 0.999900
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 737 | Tension: 0.999557
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 971 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 709 | Tension: 0.999532
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 1006 | Tension: 0.999754
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 787 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1013 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 728 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1112 | Tension: 0.999822
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 955 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1131 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 864 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2361 | Tension: 1.000187
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2397 | Tension: 0.999621
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1265 | Tension: 1.000011
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 1055 | Tension: 0.999813
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1520 | Tension: 1.000990
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2120 | Tension: 1.000308
[!] AVALANCHE in head | Flips: 9931 | Tension: 0.996620
Step 34 | Loss: 5.3637 | TPS: 5479.88 | Flips: 0.0402% | P-Scale: 0.9996 | Anneal: 0.67 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1557 | Tension: 0.999298
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1436 | Tension: 0.998913
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 751 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 766 | Tension: 0.999431
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 804 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 811 | Tension: 0.999542
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1139 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1206 | Tension: 0.999366
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 842 | Tension: 0.999900
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 794 | Tension: 0.999557
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 916 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 785 | Tension: 0.999531
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 910 | Tension: 0.999755
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 655 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1021 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 721 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1107 | Tension: 0.999823
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 916 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1048 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 814 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2209 | Tension: 1.000189
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2347 | Tension: 0.999622
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1295 | Tension: 1.000011
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 896 | Tension: 0.999813
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1382 | Tension: 1.000994
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2012 | Tension: 1.000310
[!] AVALANCHE in head | Flips: 10632 | Tension: 0.996615
Step 35 | Loss: 5.4963 | TPS: 5461.59 | Flips: 0.0398% | P-Scale: 0.9996 | Anneal: 0.68 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1644 | Tension: 0.999299
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1485 | Tension: 0.998909
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 744 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 740 | Tension: 0.999429
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 730 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 782 | Tension: 0.999541
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1109 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1256 | Tension: 0.999365
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 867 | Tension: 0.999902
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 768 | Tension: 0.999556
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 999 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 780 | Tension: 0.999531
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 918 | Tension: 0.999756
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 738 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 988 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 746 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1114 | Tension: 0.999824
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 905 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1155 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 862 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2351 | Tension: 1.000192
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2322 | Tension: 0.999623
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1258 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 928 | Tension: 0.999813
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1378 | Tension: 1.000997
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2018 | Tension: 1.000311
[!] AVALANCHE in head | Flips: 10997 | Tension: 0.996610
Step 36 | Loss: 5.6025 | TPS: 5477.96 | Flips: 0.0406% | P-Scale: 0.9996 | Anneal: 0.68 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1588 | Tension: 0.999300
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1491 | Tension: 0.998905
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 779 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 771 | Tension: 0.999427
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 715 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 805 | Tension: 0.999540
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1116 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1194 | Tension: 0.999365
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 926 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 748 | Tension: 0.999556
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 926 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 724 | Tension: 0.999530
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 979 | Tension: 0.999757
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 729 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1099 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 744 | Tension: 0.999540
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1086 | Tension: 0.999825
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 819 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1097 | Tension: 0.999690
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 778 | Tension: 0.999606
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2257 | Tension: 1.000195
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2292 | Tension: 0.999624
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1337 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 880 | Tension: 0.999813
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1325 | Tension: 1.001001
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1974 | Tension: 1.000313
[!] AVALANCHE in head | Flips: 9672 | Tension: 0.996605
Step 37 | Loss: 5.0476 | TPS: 5467.04 | Flips: 0.0389% | P-Scale: 0.9996 | Anneal: 0.69 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1631 | Tension: 0.999301
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1582 | Tension: 0.998901
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 781 | Tension: 0.999872
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 787 | Tension: 0.999425
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 707 | Tension: 0.999899
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 794 | Tension: 0.999539
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1085 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1249 | Tension: 0.999364
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 849 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 729 | Tension: 0.999555
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 916 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 670 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 852 | Tension: 0.999757
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 721 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1016 | Tension: 0.999780
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 763 | Tension: 0.999540
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 999 | Tension: 0.999825
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 939 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1097 | Tension: 0.999690
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 808 | Tension: 0.999606
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2222 | Tension: 1.000198
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2353 | Tension: 0.999625
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1328 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 910 | Tension: 0.999814
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1319 | Tension: 1.001006
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2016 | Tension: 1.000316
[!] AVALANCHE in head | Flips: 10678 | Tension: 0.996600
Step 38 | Loss: 5.4414 | TPS: 5484.41 | Flips: 0.0398% | P-Scale: 0.9996 | Anneal: 0.69 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1692 | Tension: 0.999302
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1413 | Tension: 0.998898
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 739 | Tension: 0.999873
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 775 | Tension: 0.999423
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 777 | Tension: 0.999897
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 771 | Tension: 0.999539
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1167 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1275 | Tension: 0.999363
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 827 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 726 | Tension: 0.999554
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 894 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 723 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 956 | Tension: 0.999758
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 732 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 991 | Tension: 0.999779
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 734 | Tension: 0.999540
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1012 | Tension: 0.999826
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 848 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1094 | Tension: 0.999689
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 833 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2203 | Tension: 1.000200
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2231 | Tension: 0.999626
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1347 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 1031 | Tension: 0.999815
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1394 | Tension: 1.001011
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2063 | Tension: 1.000319
[!] AVALANCHE in head | Flips: 9054 | Tension: 0.996595
Step 39 | Loss: 5.2276 | TPS: 5463.80 | Flips: 0.0383% | P-Scale: 0.9996 | Anneal: 0.70 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1654 | Tension: 0.999304
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1465 | Tension: 0.998894
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 714 | Tension: 0.999874
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 746 | Tension: 0.999422
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 778 | Tension: 0.999896
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 795 | Tension: 0.999538
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1111 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1134 | Tension: 0.999362
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 798 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 716 | Tension: 0.999554
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 945 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 697 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 951 | Tension: 0.999758
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 724 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1009 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 763 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1058 | Tension: 0.999827
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 956 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1100 | Tension: 0.999688
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 858 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2248 | Tension: 1.000203
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2183 | Tension: 0.999627
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1174 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 812 | Tension: 0.999815
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1263 | Tension: 1.001015
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2062 | Tension: 1.000322
[!] AVALANCHE in head | Flips: 9862 | Tension: 0.996591
Step 40 | Loss: 5.3424 | TPS: 5476.48 | Flips: 0.0386% | P-Scale: 0.9996 | Anneal: 0.70 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1601 | Tension: 0.999305
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1422 | Tension: 0.998891
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 690 | Tension: 0.999874
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 734 | Tension: 0.999421
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 757 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 751 | Tension: 0.999538
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1141 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1261 | Tension: 0.999361
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 909 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 745 | Tension: 0.999554
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 980 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 758 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 948 | Tension: 0.999759
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 689 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 993 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 752 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1098 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 858 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1109 | Tension: 0.999688
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 841 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2297 | Tension: 1.000206
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2324 | Tension: 0.999627
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1195 | Tension: 1.000012
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 757 | Tension: 0.999815
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1306 | Tension: 1.001019
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2062 | Tension: 1.000324
[!] AVALANCHE in head | Flips: 10811 | Tension: 0.996587
Step 41 | Loss: 5.5626 | TPS: 5466.15 | Flips: 0.0398% | P-Scale: 0.9996 | Anneal: 0.70 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1617 | Tension: 0.999306
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1471 | Tension: 0.998887
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 762 | Tension: 0.999876
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 735 | Tension: 0.999421
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 721 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 672 | Tension: 0.999539
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1035 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1108 | Tension: 0.999361
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 885 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 702 | Tension: 0.999553
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 922 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 707 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 864 | Tension: 0.999759
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 713 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 947 | Tension: 0.999777
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 702 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1116 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 878 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1074 | Tension: 0.999688
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 784 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2104 | Tension: 1.000209
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2168 | Tension: 0.999629
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1058 | Tension: 1.000013
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 680 | Tension: 0.999816
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1246 | Tension: 1.001024
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1893 | Tension: 1.000327
[!] AVALANCHE in head | Flips: 10210 | Tension: 0.996583
Step 42 | Loss: 5.7148 | TPS: 5462.09 | Flips: 0.0378% | P-Scale: 0.9996 | Anneal: 0.71 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1596 | Tension: 0.999307
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1328 | Tension: 0.998883
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 717 | Tension: 0.999876
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 687 | Tension: 0.999421
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 766 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 720 | Tension: 0.999538
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1125 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1230 | Tension: 0.999361
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 858 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 705 | Tension: 0.999553
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 966 | Tension: 0.999846
